v1,v2
personal,"\Are you comingdown later?\"""""
personal,Been running but only managed 5 minutes and then needed oxygen! Might have to resort to the roller option!
personal,How's it going? Got any exciting karaoke type activities planned? I'm debating whether to play football this eve. Feeling lazy though.
personal,It should take about  &lt;#&gt;  min
personal,"Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)"
personal,Hi Princess! Thank you for the pics. You are very pretty. How are you?
personal,Buy one egg for me da..please:)
personal,HAPPY NEW YEAR MY NO.1 MAN
personal,Dnt worry...use ice pieces in a cloth pack.also take 2 tablets.
personal,I REALLY NEED 2 KISS U I MISS U MY BABY FROM UR BABY 4EVA
personal,Going for dinner.msg you after.
personal,Huh y lei...
personal,"Hello. No news on job, they are making me wait a fifth week! Yeah im up for some woozles and weasels... In exeter still, but be home about 3. "
personal,Haha... dont be angry with yourself... Take it as a practice for the real thing. =) 
business,It's too simple even for a KISS book: I know the whole point of dummie and KISS books is that they are supposed to be easy for anyone to understand but this book was too simple--too basic. I read a chapter and could hardly bear to invest anymore time in it since the information was so sparse. If I hadn't gotten this book for a steal I would have been very upset at my waste of money. There was just no real information. What a waste.
personal,Wow so healthy. Old airport rd lor. Cant thk of anything else. But i'll b bathing my dog later.
personal,Idk. I'm sitting here in a stop and shop parking lot right now bawling my eyes out because i feel like i'm a failure in everything. Nobody wants me and now i feel like i'm failing you.
business,"Guys Movie: So for all of you people saying this movie was bad take a step back and look at what you are watching. This is a Hollywood Movie made for an audience who loves Explosions, Cars, Guns, Sexy Women, and a simple story line. This movie was not made to be realistic it is a SCI FI movie. Just pop some corn watch it and enjoy. Way better than the Notebook or any other chick flick out there."
personal,Delhi and chennai still silent.
personal,I cant pick the phone right now. Pls send a message
personal,Fine. Do you remember me.
personal,I always chat with you. In fact i need money can you raise me?
personal,All e best 4 ur exam later.
personal,Total video converter free download type this in google search:)
personal,"Well the weather in cali's great. But its complexities are great. You need a car to move freely, its taxes are outrageous. But all in all its a great place. The sad part is i missing home."
personal,Ok then u tell me wat time u coming later lor.
business,"works fine, but Maha Energy is better: Check out Maha Energy's website. Their Powerex MH-C204F charger works in 100 minutes for rapid charge, with option for slower charge (better for batteries). And they have 2200 mAh batteries."
personal,Get down in gandhipuram and walk to cross cut road. Right side &lt;#&gt; street road and turn at first right.
personal,No * am working on the ringing u thing but have whole houseful of screaming brats so * am pulling my hair out! Loving u
personal,Why don't you wait 'til at least wednesday to see if you get your .
personal,"Erm... Woodland avenue somewhere. Do you get the parish magazine, his telephone number will be in there."
business,"I wish Adam Sandler wasn't in this.: I should have known going into this movie having Judd Apatow a part of it would mean I would hate it. However, having Adam Sandler in it and seeing the previews in the theater we gave it a (very hopeful) chance. The movie loses it's true premise of having depth in amongst the terrible & crude jokes. I have to say we didn't make it more than 30 minutes into the movie before turning it off. It is a constant barrage of pathetic behavior. I just don't believe that there are this many people out here that are like this and can relate to this behavior. Very Disappointing."
personal,"Wait that's still not all that clear, were you not sure about me being sarcastic or that that's why x doesn't want to live with us"
personal,"So you think i should actually talk to him? Not call his boss in the morning? I went to this place last year and he told me where i could go and get my car fixed cheaper. He kept telling me today how much he hoped i would come back in, how he always regretted not getting my number, etc."
business,"Thought transformers suppose to be for kids....: I know a lot of movies aren't going to be kid friendly. That you will have to fast forward past some things. But Transformers, that advertise a kids theme, sold as toys at stores, can be find in MacDonald happy meals. So you would think the movie be for kids. But it not. They focus more on Sam and love gal then what the robots story. Forget Sam, the name of the movie is TRANSFORMERS.I rate this movie 1star...love the CGI for the robots. But you barley seen the robots. The whole movies is about Sam and his love interest. Michael Bay need to hang this up and give it to a true comic fan who can direct a movie about TRANSFORMERS...pitiful"
personal,Ok but knackered. Just came home and went to sleep! Not good at this full time work lark.
personal,Well i know Z will take care of me. So no worries.
personal,"I dont knw pa, i just drink milk.."
personal,WHAT TIME U WRKIN?
personal,"Hi, my love! How goes that day? Fuck, this morning I woke and dropped my cell on the way down the stairs but it seems alright ... *phews* I miss you !"
personal,I have lost 10 kilos as of today!
personal,I wish! I don't think its gonna snow that much. But it will be more than those flurries we usually get that melt before they hit the ground. Eek! We haven't had snow since &lt;#&gt; before I was even born!
personal,Studying. But i.ll be free next weekend.
personal,I attended but nothing is there.
personal,I borrow ur bag ok.
personal,Lolnice. I went from a fish to ..water.?
personal,Have you heard from this week?
personal,â€_ and donâ€˜t worry weâ€˜ll have finished by march â€_ ish!
personal,Mm i am on the way to railway
personal,That is wondarfull song
personal,When did dad get back.
personal,Ha... Then we must walk to everywhere... Cannot take tram. My cousin said can walk to vic market from our hotel 
personal,I meant middle left or right?
personal,Lol no. U can trust me.
personal,"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it..."
personal,G.W.R
personal,K ill drink.pa then what doing. I need srs model pls send it to my mail id pa.
personal,The beauty of life is in next second.. which hides thousands of secrets. I wish every second will be wonderful in ur life...!! gud n8
personal,"Cool, text me when you're parked"
business,"I'm grateful for this book: We had two beloved cats die during my child's fifth year and I wanted a book that dealt with death frankly but gently. This book doesn't promise eternal life or give any religious message. In several different ways and using different living things as examples the book communicates that death is a natural part of life. My girl has even requested this book a couple times at bedtime, which I found slightly surprising."
